Treatment,Country,Sample_ID,Richness,Chao1,ACE,Shannon,InvSimpson,pielou,CropRichness,tillage_no_times,tillage_depth_max_cm,fertilizer_min_app_no,fertilizer_min_N_amount,fertilizer_org_app_no,fertilizer_organic_N_tot_amount,fertilizer_organic_N_min_amount,herb_no_app,fung_no_app,insect_no_app,Sample_No,MI,Axis.1,Axis.2,Lat,Long,Aboveground_biomass,Grain_biomass,Phytometer.shoots,Phytometer.roots,Total,Sand,Silt,Clay,CEC,MWD,C_tot_.,C_tot_mg,N_tot_.,N_tot_mg,P_tot_mg,P_Olsen,pH,Humus_.,Organic_C_.,CaCO3_.,C_microbial,N_microbial,P_resin,P_microbial,basal_respiration,C_org_mg,mean.BD..g.cm3.,mean.ad..g.cm3.,moisture
Arable,Germany,GE85,5,5,5,1.067704106,2.386576041,0.663401861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,NA,-0.001752077,-0.022499167,53.373097,13.800563,NA,NA,2.33,1.29,3.62,65.42,15.6,18.1,6.2,NA,NA,NA,0.051,510,401.79,31.7,6.75,0.88,0.51,0.1,147.87,25.81,16.09560414,2.86247259,0.189244792,5100,1.527482757,1.509385669,0.05193339
Arable,Sweden,SW1,0,0,NA,0,Inf,0,3,2,20,1,80,0,0,0,1,0,0,184,0.323034607,0.128218902,-0.131697565,59.832631,17.698857,NA,NA,3.14,1.45,4.59,9.3,43.3,43.9,22.74,NA,8.91,89100,0.23,2300,1005.46,27,5.58,3.52,2.04,0.4,293.18,34.676,7.979473048,8.91076141,0.329791667,20400,1.162139317,1.162139317,0.183610857
Arable,Sweden,SW2,2,3,NA,0.693147181,2,1,3,2,20,1,80,0,0,0,1,0,0,185,0.323034607,0.148875614,-0.183973869,59.832631,17.698857,NA,NA,3.6,2.65,6.25,7.7,41.6,46.9,25.95,NA,9.01,90100,0.254,2540,996.95,21,5.62,3.8,2.2,0.2,276.446,15.858,6.841324617,9.01332691,0.348819444,22000,1.195343807,1.195343807,0.167885347
Arable,Sweden,SW3,1,1,NA,0,1,NA,4,1,25,3,130,0,0,0,1,0,0,186,0.300421248,0.153692749,-0.187579643,59.832631,17.698857,NA,NA,2.09,1.67,3.76,27.2,38.5,31.6,18.64,NA,8.86,88600,0.168,1680,1237.18,74.78,6.34,2.67,1.55,0.3,243.255,37.24,38.88727966,8.862198012,0.369166667,15500,1.231721016,1.231721016,0.149690553
Arable,Sweden,SW4,6,6.5,7.911564626,1.298228188,2.777777778,0.724554947,4,1,25,3,130,0,0,0,1,0,0,187,0.300421248,0.077871805,-0.153620785,59.832631,17.698857,NA,NA,2.47,1.95,4.42,30.4,39.1,27.8,18.69,NA,5.89,58900,0.163,1630,1069.07,50.91,6.38,2.72,1.58,0.2,240.452,29.477,31.35739729,5.885096009,0.386354167,15800,1.268911889,1.268911889,0.122158137
Arable,Sweden,SW5,1,1,NA,0,1,NA,7,1,25,1,90,0,0,0,1,0,0,188,0.278895746,0.098315435,-0.168370715,59.832631,17.698857,NA,NA,3.94,2.43,6.37,23.4,42.7,31.1,22.82,NA,6.96,69600,0.183,1830,1219.78,95.63,6.68,2.8,1.62,0.2,272.421,30.868,52.49531065,6.96,0.3659375,16200,1.089817404,1.089817404,0.160012148
Arable,Sweden,SW6,7,8.5,10.79712665,1.556859091,3.797752809,0.800067306,6,1,25,1,90,0,0,0,1,0,0,189,0.278895746,0.062673207,-0.123999526,59.832631,17.698857,NA,NA,1.66,1.39,3.05,15.8,44.6,37.2,22.24,NA,6.14,61400,0.169,1690,1175.58,82.53,6.9,2.38,1.38,0.2,239.5,57.983,56.43301498,6.144363084,0.413854167,13800,1.221921172,1.221921172,0.149822332
Arable,Sweden,SW7,3,4,7.088888889,0.600166073,1.457831325,0.546294702,4,1,25,1,90,0,0,0,1,0,0,190,0.278895746,0.083562764,-0.160450424,59.832631,17.698857,NA,NA,2.66,1.87,4.53,19.5,46.8,31,23.79,NA,6.02,60200,0.178,1780,1143.15,67.99,6.62,2.72,1.58,0.2,290.606,24.74,44.33633302,6.020731527,0.388541667,15800,0.970854676,0.970854676,0.157394413
Arable,Sweden,SW8,2,2,3,0.636514168,1.8,0.918295834,7,1,25,1,90,0,0,0,1,0,0,191,0.278895746,0.085993093,-0.150927059,59.832631,17.698857,NA,NA,3.33,1.37,4.7,28.4,45.1,23.7,18.77,NA,6.78,67800,0.182,1820,1037.91,45.59,6.67,2.76,1.6,0.2,257.56,33.734,20.32133943,6.777625525,0.341354167,16000,1.277143424,1.277143424,0.160246012
Arable,Sweden,SW9,8,8.5,9.801614764,0.654901468,1.370590711,0.314941033,6,1,25,1,90,0,0,0,1,0,0,192,0.278895746,0.057444723,-0.106827942,59.832631,17.698857,NA,NA,5.47,1.65,7.12,27.3,43.8,26,23.47,NA,11.64,116400,0.187,1870,1078.09,42.03,6.67,2.9,1.68,0.1,277.841,43.322,16.2849068,11.64483981,0.503854167,16800,1.228933104,1.228933104,0.148525521
Arable,Sweden,SW10,1,1,NA,0,1,NA,4,1,25,1,90,0,0,0,1,0,0,193,0.278895746,0.090744236,-0.130430063,59.832631,17.698857,NA,NA,2.94,0.91,3.85,28.3,42,27.4,18.88,NA,2.63,26300,0.16,1600,1082.6,59.5,6.94,2.31,1.34,0.1,231.321,44.935,30.6459319,2.627932535,0.328888889,13400,1.289466577,1.289466577,0.130194762
Arable,Sweden,SW11,7,10,9.702777778,1.698796993,4.642105263,0.873008959,4,1,25,1,90,0,0,0,1,0,0,194,0.278895746,0.039972055,-0.086754746,59.832631,17.698857,NA,NA,2.84,1.91,4.75,29.2,44,24.2,19.01,NA,3.37,33700,0.164,1640,1088.07,75.16,6.85,2.61,1.51,0.1,268.328,36.165,45.78852045,3.371420167,0.356666667,15100,1.379755359,1.379755359,0.133840711
Arable,Sweden,SW12,4,7,12.57142857,1.073542846,2.285714286,0.77439747,4,1,25,1,90,0,0,0,1,0,0,195,0.278895746,0.057207987,-0.127834082,59.832631,17.698857,NA,NA,4.03,2.25,6.28,33.6,42.2,21.5,19.73,NA,5.21,52100,0.176,1760,1060.11,61.31,6.87,2.69,1.56,0.2,260.569,11.753,30.31573946,5.211045459,0.361041667,15600,1.255405719,1.255405719,0.114292151
Arable,Sweden,SW13,7,9,11,1.846220219,5.761904762,0.94876951,1,1,25,3,130,0,0,0,1,0,0,196,0.300421248,0.148725035,-0.178081486,59.832631,17.698857,NA,NA,2.81,1.19,4,30.5,45.3,21.9,19.72,NA,8.88,88800,0.147,1470,1047.29,63.9,6.54,2.27,1.31,0.1,197.391,19.298,36.63630666,8.876213754,0.262291667,13100,1.388660224,1.388660224,0.201398358
Arable,Sweden,SW15,3,3.5,6,1.039720771,2.666666667,0.94639463,3,2,20,1,80,0,0,0,1,0,0,198,0.323034607,0.200724735,-0.193947431,58.347769,13.126463,NA,NA,2.22,0.75,2.97,10.1,38.3,48.8,22.58,NA,7.48,74800,0.165,1650,620.19,14.94,6.47,2.81,1.63,0.2,306.627,37.394,3.383075302,7.476114286,0.352847222,16300,NA,NA,0.11
Arable,Sweden,SW16,7,7,7.368421053,1.847900801,5.882352941,0.949633158,3,2,20,1,80,0,0,0,1,0,0,199,0.323034607,0.131266341,-0.134789638,58.347769,13.126463,NA,NA,1.53,0.68,2.21,11.8,40.5,45.2,19.39,NA,7.04,70400,0.156,1560,546.93,14.17,6.1,2.5,1.45,0.2,276.302,36.362,1.000608974,7.03815562,0.3175,14500,NA,NA,0.06
Arable,Sweden,SW17,0,0,NA,0,Inf,0,3,2,20,1,100,0,0,0,1,0,0,200,0.333797358,0.083240263,-0.102307351,58.347769,13.126463,NA,NA,2.7,1.68,4.38,15.6,36.3,44.3,24.69,NA,18.12,181200,0.236,2360,686.24,13,5.9,3.77,2.19,0.2,461.731,54.595,3.390694841,18.11546392,0.57625,21900,NA,NA,0.15
Arable,Sweden,SW18,4,4,4.75462963,1.156987644,2.682539683,0.834590168,7,1,25,1,90,0,0,0,1,0,0,201,0.278895746,0.033247494,-0.033192763,58.347769,13.126463,NA,NA,1.72,1.17,2.89,15.9,37.7,43.2,21.81,NA,18.22,182200,0.195,1950,721.35,24,5.96,3.21,1.86,0.2,394.615,53.622,7.862713508,18.22372881,0.50875,18600,NA,NA,0.12
Arable,Sweden,SW19,2,2,3.09375,0.348832096,1.246153846,0.503258335,6,1,25,1,90,0,0,0,1,0,0,202,0.278895746,0.19703565,-0.155732582,58.347769,13.126463,NA,NA,2.58,1.56,4.14,12.5,38.9,45.4,22.51,NA,13.01,130100,0.191,1910,767.24,35.11,6.18,3.17,1.84,0.1,382.824,51.749,10.55571175,13.00636364,0.506388889,18400,NA,NA,0.14
Arable,Sweden,SW20,7,13,22.42857143,0.923252528,1.829515508,0.474457944,4,1,25,1,90,0,0,0,1,0,0,203,0.278895746,0.219958605,-0.150646551,58.347769,13.126463,NA,NA,2.39,1.35,3.74,12.2,39.9,45,20.54,NA,11.72,117200,0.166,1660,636.56,20.28,6.14,2.91,1.69,0.2,413.725,50.383,6.313450604,11.72251521,0.560208333,16900,NA,NA,0.05
Arable,Sweden,SW21,7,13,16.79591837,1.274530395,2.649006623,0.654979057,7,1,25,1,90,0,0,0,1,0,0,204,0.278895746,0.18249576,-0.194245011,58.347769,13.126463,NA,NA,1.96,1.11,3.07,12.9,39.6,44.6,20.3,NA,14.8,148000,0.171,1710,721.31,33.02,6.16,2.93,1.7,0.1,347.152,47.498,7.049469493,14.83783784,0.5625,17000,NA,NA,0.14
Arable,Sweden,SW22,3,3,4.114,0.759547391,1.753623188,0.69136983,6,1,25,1,90,0,0,0,1,0,0,205,0.278895746,0.165492298,-0.122570887,58.347769,13.126463,NA,NA,1.92,1.37,3.29,10.6,40.4,45.8,22.54,NA,12.73,127300,0.187,1870,696.07,27.08,5.95,3.22,1.87,0.1,377.498,46.617,4.233838631,12.72703088,0.378645833,18700,NA,NA,0.12
Arable,Sweden,SW23,2,2,3.111111111,0.562335145,1.6,0.811278124,4,1,25,1,90,0,0,0,1,0,0,206,0.278895746,0.172253325,-0.19061265,58.347769,13.126463,NA,NA,1.79,1.09,2.88,11.6,38.5,46.5,23.69,NA,14.27,142700,0.193,1930,766.39,22.73,5.93,3.4,1.97,0.1,407.23,49.367,2.705125664,14.27478261,0.494930556,19700,NA,NA,0.14
Arable,Sweden,SW24,17,20.33333333,21.67717853,2.502864319,10.0321489,0.883401289,4,1,25,1,90,0,0,0,1,0,0,207,0.278895746,0.228533072,-0.228533445,58.347769,13.126463,NA,NA,1.58,0.52,2.1,8.7,41.2,47.2,NA,NA,11.29,112900,0.165,1650,755.48,28.9,6.25,2.95,1.71,0.1,346.003,41.191,7.507425202,11.29333333,0.529166667,17100,NA,NA,0.12
Arable,Sweden,SW25,2,2,2,0.077260287,1.030143903,0.111463032,4,1,25,1,90,0,0,0,1,0,0,208,0.278895746,0.205251815,-0.196414118,58.347769,13.126463,NA,NA,1.66,0.69,2.35,14.4,40.6,42.6,20.04,NA,13.39,133900,0.156,1560,744.52,36.6,6.42,2.37,1.38,0.1,387.171,47.712,12.20762002,13.39372197,0.41625,13800,NA,NA,0.14
Arable,Sweden,SW26,17,19.5,22.39701329,2.148501445,5.433711188,0.758326742,5,2,25,4,80,0,0,0,1,1,0,209,0.458694618,0.101018336,-0.127132856,58.347769,13.126463,NA,NA,2.46,1.26,3.72,9.7,41,46.2,24.73,NA,13.5,135000,0.182,1820,589.22,17.09,6.76,3.14,1.82,0.2,350.455,49.808,2.192090563,13.49561254,0.39625,18200,NA,NA,0.13
Arable,Sweden,SW28,22,22.5,22.59883424,1.979093227,3.419586095,0.640267242,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,-0.042134107,-0.033208268,55.66917,13.1027,NA,NA,3.13,1.84,4.97,56.9,18.8,21.9,16.98,NA,11.44,114400,0.17,1700,494.96,23.56,6.31,2.43,1.41,0.1,295.015,45.389,3.170421752,11.43636941,0.323888889,14100,1.472316294,1.462217963,0.138686131
Arable,Sweden,SW29,0,0,NA,0,Inf,0,2,2,20,1,80,0,0,0,1,0,0,212,0.323034607,0.346831288,0.235465171,55.66917,13.1027,NA,NA,1.92,2.17,4.09,51.8,21.6,24.8,16.53,NA,6.52,65200,0.114,1140,491.76,22.07,6.38,1.79,1.04,0.2,170.299,25.65,5.307566045,6.517449408,0.179375,10400,1.553985631,1.521251219,0.137037037
Arable,Sweden,SW31,1,1,NA,0,1,NA,8,2,20,3,80,0,0,0,1,0,0,214,0.323034607,0.454787481,0.438463289,63.81083,20.24199,NA,NA,2.27,2.22,4.49,20.2,59,16.4,15.35,NA,5.79,57900,0.187,1870,1112.51,38.53,5.4,4.4,2.55,0.2,212.643,29.335,1.179876811,5.788372093,0.349270833,25500,1.059127453,1.059127453,0.31
Arable,Sweden,SW32,3,3,3.6,1.011404265,2.571428571,0.920619836,3,2,20,3,80,0,0,0,1,0,0,215,0.323034607,0.486892167,0.433655155,63.81083,20.24199,NA,NA,2.84,2.14,4.98,31,55.3,9.7,14.26,NA,4.76,47600,0.168,1680,1151.38,46.87,5.78,3.99,2.31,0.2,241.478,38.256,5.940258836,4.756363636,0.378125,23100,1.149594117,1.149594117,0.29
Arable,Sweden,SW33,3,3,3.75,1.054920168,2.777777778,0.960229718,2,2,20,3,80,0,0,0,1,0,0,216,0.323034607,0.47154429,0.450151635,63.81083,20.24199,NA,NA,2.48,2.26,4.74,31.3,55.3,9.4,14.6,NA,5.76,57600,0.164,1640,1238.01,47.88,5.91,4.01,2.32,0.2,185.252,26.151,4.173563069,5.76178273,0.2775,23200,1.15046145,1.15046145,0.28
Arable,Sweden,SW34,10,10.75,12.74352941,1.770014233,4.249557522,0.768707414,1,2,20,3,80,0,0,0,1,0,0,217,0.323034607,0.216409785,0.130679909,63.81083,20.24199,NA,NA,1.67,1.27,2.94,32.7,54.3,9.2,14.98,NA,8.04,80400,0.176,1760,1315.21,51.92,5.59,3.82,2.21,0.1,230.156,31.18,2.015247606,8.042236025,0.406944444,22100,1.092331787,1.092331787,0.3
